Regions	H3K4me3.bam	
scaffold_1:104084388-104094388	1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;2.0;3.0;2.0;2.0;1.0;0.0;1.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;4.0;15.0;19.0;27.0;41.0;34.0;25.0;17.0;10.0;7.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:104124615-104134615	1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;3.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;6.0;5.0;5.0;12.0;12.0;7.0;14.0;5.0;4.0;3.0;1.0;1.0;1.0;3.0;6.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0	
scaffold_1:104214123-104224123	1.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;3.0;1.0;5.0;7.0;7.0;6.0;8.0;9.0;8.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	
scaffold_1:104313774-104323774	0.0;3.0;3.0;3.0;2.0;3.0;5.0;2.0;2.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;3.0;3.0;1.0;1.0;1.0;0.0;1.0;4.0;5.0;8.0;10.0;30.0;33.0;27.0;52.0;72.0;90.0;76.0;51.0;48.0;42.0;28.0;19.0;11.0;4.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0	
scaffold_1:104345716-104355716	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;4.0;6.0;2.0;5.0;7.0;9.0;7.0;1.0;4.0;5.0;2.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;3.0;1.0;2.0;3.0;3.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0;3.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0	
scaffold_1:104802691-104812691	0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;3.0;6.0;4.0;2.0;2.0;4.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;6.0;7.0;14.0;24.0;29.0;27.0;40.0;44.0;34.0;23.0;19.0;19.0;25.0;24.0;15.0;12.0;15.0;14.0;13.0;9.0;9.0;6.0;4.0;3.0;5.0;4.0;4.0;3.0;3.0;5.0;8.0;4.0;6.0;6.0;9.0;13.0;13.0;16.0;9.0;10.0;13.0;18.0;18.0;5.0;3.0;0.0;1.0;2.0;2.0;0.0;5.0;3.0;5.0;5.0;3.0;1.0;1.0;2.0;0.0;0.0;2.0;0.0;2.0;1.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;0.0	
scaffold_1:105380687-105390687	1.0;2.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;1.0;0.0;0.0;2.0;4.0;4.0;5.0;24.0;22.0;23.0;22.0;12.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0	
scaffold_1:105761332-105771332	1.0;2.0;1.0;1.0;2.0;2.0;0.0;0.0;2.0;2.0;0.0;2.0;3.0;4.0;3.0;2.0;0.0;1.0;2.0;3.0;2.0;0.0;3.0;0.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;2.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;16.0;23.0;13.0;12.0;8.0;7.0;5.0;4.0;2.0;2.0;0.0;1.0;1.0;2.0;3.0;3.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;3.0;7.0;13.0;15.0;12.0;23.0;32.0;39.0;33.0;38.0;32.0;25.0;27.0;15.0;10.0;13.0;9.0;6.0;6.0;8.0;5.0;4.0	
scaffold_1:105765246-105775246	0.0;0.0;0.0;0.0;0.0;0.0;3.0;18.0;21.0;14.0;10.0;8.0;8.0;4.0;3.0;2.0;2.0;0.0;1.0;1.0;2.0;3.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;3.0;8.0;14.0;16.0;11.0;25.0;32.0;41.0;33.0;35.0;33.0;23.0;26.0;11.0;10.0;15.0;8.0;7.0;6.0;8.0;3.0;4.0;3.0;3.0;2.0;1.0;1.0;3.0;3.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;2.0;0.0;2.0;0.0;2.0;0.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0	
scaffold_1:105879274-105889274	0.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;2.0;2.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;3.0;8.0;13.0;20.0;27.0;39.0;43.0;61.0;53.0;63.0;54.0;76.0;106.0;128.0;86.0;57.0;20.0;18.0;14.0;20.0;10.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0	
scaffold_1:105979435-105989435	0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;2.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;6.0;4.0;2.0;5.0;4.0;7.0;4.0;9.0;9.0;4.0;4.0;3.0;10.0;13.0;18.0;33.0;33.0;27.0;19.0;19.0;9.0;8.0;5.0;7.0;2.0;1.0;1.0;0.0;1.0;1.0;2.0;3.0;1.0;0.0;0.0;4.0;1.0;5.0;2.0;2.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0	
scaffold_1:106198981-106208981	2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;3.0;4.0;2.0;2.0;1.0;0.0;2.0;2.0;1.0;3.0;6.0;14.0;16.0;23.0;18.0;20.0;21.0;24.0;36.0;34.0;8.0;10.0;4.0;2.0;2.0;1.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;4.0;3.0;1.0;0.0;0.0;1.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0	
scaffold_1:106292397-106302397	0.0;1.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;3.0;4.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;2.0;0.0;1.0;1.0;1.0;2.0;3.0;1.0;2.0;1.0;0.0;0.0;3.0;5.0;7.0;7.0;5.0;12.0;27.0;38.0;44.0;24.0;31.0;38.0;34.0;28.0;27.0;12.0;4.0;2.0;1.0;0.0;2.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:106438570-106448570	1.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;4.0;8.0;6.0;18.0;9.0;16.0;8.0;5.0;5.0;6.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0	
scaffold_1:106471508-106481508	1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;1.0;1.0;1.0;2.0;2.0;1.0;5.0;1.0;1.0;4.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;2.0;9.0;14.0;19.0;17.0;27.0;32.0;27.0;16.0;16.0;16.0;14.0;18.0;10.0;3.0;8.0;3.0;7.0;5.0;1.0;2.0;0.0;1.0;1.0;2.0;2.0;4.0;1.0;0.0;0.0;1.0;3.0;3.0;3.0;3.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0	
scaffold_1:106656000-106666000	0.0;1.0;0.0;1.0;1.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;3.0;0.0;2.0;1.0;2.0;3.0;3.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0;2.0;3.0;2.0;1.0;1.0;4.0;1.0;3.0;6.0;8.0;3.0;11.0;22.0;32.0;34.0;57.0;55.0;50.0;43.0;37.0;40.0;28.0;24.0;19.0;7.0;3.0;1.0;1.0;0.0;2.0;2.0;1.0;1.0;3.0;1.0;1.0;1.0;0.0;2.0;4.0;4.0;1.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;2.0;2.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0	
scaffold_1:106858855-106868855	0.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;4.0;4.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;2.0;3.0;2.0;7.0;4.0;3.0;1.0;3.0;6.0;13.0;24.0;19.0;9.0;13.0;19.0;19.0;23.0;37.0;41.0;40.0;57.0;48.0;52.0;37.0;36.0;44.0;36.0;18.0;20.0;11.0;14.0;12.0;14.0;12.0;9.0;7.0;3.0;6.0;6.0;5.0;8.0;2.0;4.0;4.0;3.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;4.0;5.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;0.0;1.0;2.0;1.0;1.0;3.0;1.0	
scaffold_1:107418443-107428443	1.0;1.0;1.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;1.0;0.0;1.0;2.0;4.0;3.0;4.0;2.0;2.0;0.0;2.0;0.0;1.0;5.0;5.0;6.0;6.0;9.0;12.0;25.0;42.0;34.0;35.0;44.0;43.0;34.0;16.0;12.0;5.0;6.0;3.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;4.0;2.0;0.0;1.0;2.0	
scaffold_1:107425664-107435664	2.0;2.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0;4.0;2.0;1.0;2.0;2.0;5.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;4.0;22.0;20.0;27.0;30.0;39.0;40.0;58.0;40.0;44.0;26.0;18.0;7.0;6.0;7.0;2.0;0.0;0.0;2.0;6.0;5.0;1.0;4.0;2.0;3.0;2.0;2.0;2.0;0.0;0.0;2.0;1.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;3.0;2.0;3.0;1.0;1.0;0.0;2.0;2.0	
scaffold_1:107473655-107483655	1.0;1.0;1.0;0.0;1.0;1.0;3.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;0.0;0.0;1.0;3.0;9.0;7.0;12.0;13.0;10.0;24.0;24.0;38.0;48.0;42.0;50.0;40.0;48.0;28.0;18.0;9.0;0.0;0.0;1.0;4.0;5.0;5.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;4.0;2.0;1.0;1.0;0.0;0.0;0.0	
scaffold_1:107571276-107581276	0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0;5.0;6.0;5.0;15.0;20.0;23.0;16.0;13.0;6.0;2.0;2.0;3.0;2.0;2.0;4.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;7.0;3.0;7.0;19.0;23.0;23.0;23.0;14.0;8.0;3.0;4.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0	
scaffold_1:107573645-107583645	1.0;1.0;1.0;0.0;1.0;0.0;2.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;5.0;4.0;6.0;13.0;18.0;24.0;20.0;15.0;8.0;4.0;2.0;3.0;3.0;2.0;4.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;8.0;6.0;6.0;16.0;23.0;26.0;23.0;15.0;10.0;4.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0	
scaffold_1:107846605-107856605	0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;1.0;1.0;0.0;0.0;1.0;4.0;2.0;4.0;3.0;2.0;8.0;10.0;10.0;11.0;10.0;12.0;13.0;7.0;4.0;1.0;3.0;4.0;4.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;2.0;1.0;3.0	
scaffold_1:108263617-108273617	1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;2.0;3.0;3.0;2.0;4.0;3.0;2.0;4.0;6.0;4.0;6.0;6.0;6.0;5.0;23.0;22.0;28.0;24.0;15.0;4.0;4.0;1.0;1.0;1.0;2.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0	
scaffold_1:108346520-108356520	0.0;1.0;3.0;1.0;1.0;2.0;5.0;4.0;1.0;0.0;0.0;1.0;6.0;4.0;3.0;0.0;0.0;1.0;0.0;3.0;1.0;3.0;2.0;1.0;2.0;2.0;3.0;8.0;4.0;2.0;2.0;0.0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;7.0;2.0;9.0;4.0;4.0;8.0;5.0;1.0;6.0;5.0;3.0;1.0;4.0;1.0;3.0;7.0;5.0;4.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;4.0;5.0;3.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0	
scaffold_1:108453626-108463626	2.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;2.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;2.0;0.0;1.0;0.0;2.0;3.0;7.0;11.0;24.0;24.0;17.0;21.0;20.0;21.0;16.0;13.0;8.0;4.0;2.0;2.0;2.0;4.0;0.0;0.0;0.0;0.0;1.0;1.0;5.0;2.0;4.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:109218344-109228344	3.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;4.0;0.0;2.0;2.0;2.0;0.0;1.0;1.0;2.0;3.0;3.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;4.0;6.0;10.0;18.0;24.0;53.0;55.0;48.0;26.0;21.0;21.0;18.0;0.0;2.0;3.0;0.0;1.0;0.0;3.0;3.0;1.0;0.0;3.0;2.0;2.0;0.0;0.0;3.0;2.0;1.0;2.0;7.0;6.0;8.0;3.0;7.0;4.0;3.0;0.0;2.0;3.0;3.0;5.0;2.0;1.0;3.0;2.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0	
scaffold_1:109221012-109231012	2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;3.0;5.0;9.0;15.0;20.0;42.0;52.0;47.0;30.0;20.0;17.0;22.0;5.0;0.0;3.0;1.0;1.0;1.0;2.0;3.0;2.0;0.0;2.0;2.0;2.0;1.0;0.0;2.0;2.0;1.0;0.0;4.0;8.0;9.0;8.0;6.0;6.0;4.0;2.0;2.0;3.0;1.0;4.0;3.0;0.0;2.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0	
scaffold_1:109314026-109324026	0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;11.0;21.0;46.0;56.0;54.0;50.0;31.0;21.0;11.0;8.0;7.0;5.0;3.0;1.0;6.0;3.0;3.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0	
scaffold_1:109720443-109730443	1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;2.0;2.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0;2.0;3.0;4.0;2.0;7.0;5.0;1.0;3.0;7.0;4.0;3.0;3.0;4.0;6.0;4.0;7.0;5.0;9.0;13.0;12.0;10.0;6.0;11.0;14.0;5.0;7.0;3.0;1.0;1.0;2.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;3.0;3.0;3.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0	
scaffold_1:110482715-110492715	0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;3.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;0.0;2.0;7.0;10.0;16.0;30.0;28.0;37.0;30.0;27.0;19.0;33.0;45.0;33.0;32.0;16.0;10.0;8.0;2.0;1.0;2.0;0.0;0.0;0.0;2.0;3.0;4.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:110623600-110633600	0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;3.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;4.0;2.0;3.0;0.0;3.0;0.0;2.0;4.0;3.0;9.0;20.0;36.0;47.0;60.0;56.0;45.0;54.0;62.0;91.0;75.0;40.0;20.0;11.0;8.0;6.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;2.0;3.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0;2.0;0.0;4.0;3.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0	
scaffold_1:110713859-110723859	0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;2.0;3.0;1.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;17.0;16.0;32.0;24.0;21.0;24.0;35.0;38.0;44.0;38.0;40.0;22.0;36.0;32.0;20.0;14.0;9.0;5.0;5.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;1.0;3.0;3.0;2.0;2.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0	
